Tweet ID,Tweet URL,Tweet Posted Time,Tweet Type,Tweet Text,Tweet Text Length,Client,Client URL,Total Views,Total Retweets,Total Likes,Total Quoted,Total Replies,Total Bookmarks,Language,Sensitive Content,Replying To Username,Mentions,Hashtags,Emojis,Symbols,Total Mentions,Total Hashtags,Total URLs,Total Media,Total Emojis,Total Symbols,Total Polls,URL,Media Type,Media URL,Media Alt Text,Original Author Twitter ID,Original Author Full name,Original Author Screen name,Original Author Location,Original Author Description (Bio),Original Author Website,Original Author Professional Type,Original Author Professional Category,Original Author Total Followers,Original Author Total Following,Original Author Total Public Lists,Original Author Total Likes,Original Author Total Tweets,Original Author Is Twitter Blue Verified,Original Author Is Legacy Verified,Original Author Has NFT Avatar,Original Author Protected Tweets,Original Author Created At (UTC),Original Author Possible Email,Original Author Possible Phone
1646144676611727362,https://twitter.com/reda_getachew/status/1646144676611727362,2023-04-12 13:34:09,Tweet,Yesterday I had a very productive discussion with @WFP_Ethiopia country director ClaudeJibidar on @WFP’s operations in #Tigray &amp; on the need to coordinate our efforts going forward. While commending @WFP_Ethiopia for its commitment to the people of Tigray throughout our ordeal in https://t.co/SgJ3Ke6jmH,284,Twitter for iPhone,http://twitter.com/download/iphone,85370,723,1559,23,183,8,en,false,,"WFP_Ethiopia,WFP,WFP_Ethiopia",Tigray,"","",3,1,0,1,0,0,0,,photo,https://pbs.twimg.com/media/FthHzdMXwAAcwwU.jpg,"",1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1645074542388211712,https://twitter.com/reda_getachew/status/1645074542388211712,2023-04-09 14:41:49,Tweet,"A woman without a home, a husband, kids &amp; without her sight: all because of a senseless violence no fault of hers. The whole world, myself included, call her an IDP, an acronym that conveniently hides the multiple sufferings she has &amp; continues to endure. This must stop &amp; soon! https://t.co/uir0UsGTN7",290,Twitter for iPhone,http://twitter.com/download/iphone,301081,2085,3761,358,954,36,en,false,,"","","","",0,0,0,1,0,0,0,,photo,https://pbs.twimg.com/media/FtR6hV_XoAAiW-m.jpg,"",1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1636456564662861828,https://twitter.com/reda_getachew/status/1636456564662861828,2023-03-16 19:57:03,Reply,"@SecBlinken also reaffirmed the US government’s commitment to further consolidate efforts to enhance humanitarian, to mobilize resources for rehabilitation &amp; to continue to engage the parties to the Agreement in the interest of peace &amp; stability in Ethiopia &amp; the entire region.",290,Twitter for iPhone,http://twitter.com/download/iphone,69677,391,677,13,54,4,en,,reda_getachew,SecBlinken,"","","",1,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1636449211376910344,https://twitter.com/reda_getachew/status/1636449211376910344,2023-03-16 19:27:50,Reply,"need to ensure accountability for crimes committed in the war on and in Tigray. While the a robust transitional justice framework is commendable, it’s our position that accountability for crimes in Tigray goes beyond a national framework hence the need for international efforts.",279,Twitter for iPhone,http://twitter.com/download/iphone,103901,536,903,35,79,7,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1636449206050103297,https://twitter.com/reda_getachew/status/1636449206050103297,2023-03-16 19:27:49,Reply,"peace; and our readiness to do our part in addressing the lingering issues ostensibly standing in the way of all rounded efforts to alleviate the sufferings of our people including the establishment of an interim administration. Equally important, we have shared our views on the",279,Twitter for iPhone,http://twitter.com/download/iphone,49871,293,470,10,25,2,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1636449200844963840,https://twitter.com/reda_getachew/status/1636449200844963840,2023-03-16 19:27:47,Tweet,Yesterday I was in Addis to meet @SecBlinken and brief him on the progress in the implementation of the Peace Agreement &amp; the stumbling blocks going forward. We have reaffirmed our unwavering commitment to peace and to rise up to the challenges posed by forces bent on sabotaging,283,Twitter for iPhone,http://twitter.com/download/iphone,237784,1103,2084,66,432,41,en,,,SecBlinken,"","","",1,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1636116393560096770,https://twitter.com/reda_getachew/status/1636116393560096770,2023-03-15 21:25:20,Tweet,https://t.co/U88xph0cMG,23,Twitter for iPhone,http://twitter.com/download/iphone,85335,248,519,16,106,13,zxx,false,,"","","","",0,0,1,0,0,0,0,https://www.reuters.com/world/africa/blinken-meet-ethiopian-government-leaders-repair-ties-2023-03-15/,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1634540281960837120,https://twitter.com/reda_getachew/status/1634540281960837120,2023-03-11 13:02:26,Tweet,መበል 134 ዝኽሪ መስዋእቲ ሃፀይ ዮሃንስ ኣብ ቤተ መንግስቲ ሃፀይ ዮሃንስ: መቐለ https://t.co/ELDjuNIfLW,52,Twitter for iPhone,http://twitter.com/download/iphone,99383,467,1344,14,171,7,am,false,,"","","","",0,0,0,2,0,0,0,,photo,https://pbs.twimg.com/media/Fq8NtdaWIAEJL2W.jpg,"",1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1633432630510202880,https://twitter.com/reda_getachew/status/1633432630510202880,2023-03-08 11:41:01,Tweet,"If Clara Zetkin had failed to highlight the plight &amp; fight for the aspirations of women, the brave women of Tigray would have done it anyway. Tigrayan women have had it worse all along but they continue to set the standard when it comes to fighting 4 their cause! Salute comrades!",284,Twitter for iPhone,http://twitter.com/download/iphone,114430,636,1319,33,214,17,en,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1632426619456331778,https://twitter.com/reda_getachew/status/1632426619456331778,2023-03-05 17:03:29,Tweet,Tigray Interim Administration will be established only after mutual consultations between the parties to the Pretoria Agreement. Reports of the IRA having been established in Tigray without Addis’ involvement flies in the face of the reality. Tigray is only trying to do its part.,280,Twitter for iPhone,http://twitter.com/download/iphone,180445,512,978,44,328,16,en,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1622656635171733505,https://twitter.com/reda_getachew/status/1622656635171733505,2023-02-06 18:01:03,Tweet,መራሒ ጉጅለ ሰላም ትግራይ ኣይተ ጌታቸው ረዳ ኣብ እዋናዊ ጉዳይ ኣመልኪቶም ዝሃብዎ ጋዜጣዊ መግለፂ - 29 ጥሪ ... https://t.co/8TnuJSrnYV via @YouTube,112,Twitter for iPhone,http://twitter.com/download/iphone,103559,223,453,8,87,5,am,false,,YouTube,"","","",1,0,1,0,0,0,0,https://www.youtube.com/live/6xnSrpgjQnI?feature=share,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1620528966800138240,https://twitter.com/reda_getachew/status/1620528966800138240,2023-01-31 21:06:28,Reply,"@hgodefay Welcome back, Hagos!",30,Twitter for iPhone,http://twitter.com/download/iphone,9424,13,64,0,6,0,en,,hgodefay,hgodefay,"","","",1,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1619306985492713475,https://twitter.com/reda_getachew/status/1619306985492713475,2023-01-28 12:10:45,Reply,"Monitoring and Compliance Team of the AU to verify whether this has indeed happened as per our agreement. And if the Team’s itinerary is any guide, there is little to suggest that this is going to happen soon. There is tons of withdrawal to be done before that happens!",269,Twitter for iPhone,http://twitter.com/download/iphone,69189,694,743,18,80,4,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1619306951787290624,https://twitter.com/reda_getachew/status/1619306951787290624,2023-01-28 12:10:37,Tweet,"The following statement attributed to #GenTeshome of the #ENDF is quite misleading at least for two reasons. One, it’s factually inaccurate as, despite commendable signs of withdrawal of non-ENDF forces, there are thousands of Eritrean &amp;Amhara forces in Tigray. 2nd, it’s for the https://t.co/Y01uG3W46W",283,Twitter for iPhone,http://twitter.com/download/iphone,208506,1396,1205,107,212,9,en,false,,"","GenTeshome,ENDF","","",0,2,0,1,0,0,0,,photo,https://pbs.twimg.com/media/FnjvCrqXEAEHvam.jpg,"",1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1617244724854915072,https://twitter.com/reda_getachew/status/1617244724854915072,2023-01-22 19:36:04,Tweet,ኣብ ኣድላይነት ድሕነትን ህልውናን ህዝቢ ትግራይ ማእኸል ዝገበረ ለውጢ ምርድዳእ ኣሎ:: ዝተጣየሸ ካቢኔ ይኹን ዝተገብረ ምትዕራይ የለን::,87,Twitter for iPhone,http://twitter.com/download/iphone,188678,661,1221,32,350,9,am,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1615431699285819394,https://twitter.com/reda_getachew/status/1615431699285819394,2023-01-17 19:31:45,Tweet,"In a recent piece, https://t.co/W6ECTDagbx @FT quotes @Oolusegun_obj as saying that “all Eritreans are at the border.” No; Eritrean forces are digging in their heels big time. And the #AU-JVMC are nowhere near. Let them go there &amp; do their job first before such remarks are made!",283,Twitter for iPhone,http://twitter.com/download/iphone,308097,1648,1455,235,404,16,en,false,,"FT,Oolusegun_obj",AU,"","",2,1,1,0,0,0,0,https://www.ft.com/content/2f385e95-0899-403a-9e3b-ed8c24adf4e7,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1612928216192192514,https://twitter.com/reda_getachew/status/1612928216192192514,2023-01-10 21:43:48,Tweet,"Tigray has handed over its heavy weapons as part of its commitment to implementing the #Pretoria agreement, and the Monitoring &amp; Verification Team has confirmed it. We hope &amp; expect this will go a long way in expediting the full implementation of the agreement. We hope &amp; expect!",291,Twitter for iPhone,http://twitter.com/download/iphone,330652,1283,2243,255,780,28,en,,,"",Pretoria,"","",0,1,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1612820213514240003,https://twitter.com/reda_getachew/status/1612820213514240003,2023-01-10 14:34:38,Tweet,"One more reason to hope that things could get better, if only we work harder. Welcome home our heroes and heroines. Thank you #Derartu and the Fed Govt officials who made this happen! https://t.co/zTlwEo2BwN",183,Twitter for iPhone,http://twitter.com/download/iphone,241665,997,3271,86,387,20,en,false,,"",Derartu,"","",0,1,0,2,0,0,0,,photo,https://pbs.twimg.com/media/FmHi_iYXgAQedK9.jpg,"",1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1611452987834089472,https://twitter.com/reda_getachew/status/1611452987834089472,2023-01-06 20:01:46,Tweet,ርሑስ ባዓል ልደት ንደቂ ዓደይ!,20,Twitter for iPhone,http://twitter.com/download/iphone,164773,735,2484,33,449,3,am,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1610010988623069186,https://twitter.com/reda_getachew/status/1610010988623069186,2023-01-02 20:31:46,Reply,"to basic decency; to cry out loud that those who are in the business of driving a wedge between natural partners- brothers&amp; sisters, no less-are told point blank that they have outlived their usefulness in the spoiling game. Peace is the only game in town, or so we believe!",278,Twitter for iPhone,http://twitter.com/download/iphone,62972,421,629,11,79,3,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1610010982956371970,https://twitter.com/reda_getachew/status/1610010982956371970,2023-01-02 20:31:45,Reply,to do everything to ensure that normalcy prevails; should not have been considered blasphemous. The leadership the other side of the #Mereb seems to beg to differ. And its cheerleaders in parts of Ethiopia appear to heed its diktat. It’s for us to show outrage at such an affront,279,Twitter for iPhone,http://twitter.com/download/iphone,74248,496,658,9,52,3,en,,reda_getachew,"",Mereb,"","",0,1,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1610010973137473536,https://twitter.com/reda_getachew/status/1610010973137473536,2023-01-02 20:31:43,Tweet,"People with a right mind, or people who think normally, would have no difficulty accepting the necessity of upholding peace as an ideal to fight for; to work for the return of IDPs to their homes; to hope to reign in &amp; neutralize spoilers standing in the way of peace; &amp; of course",288,Twitter for iPhone,http://twitter.com/download/iphone,201434,912,1475,65,460,10,en,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1609273679816560641,https://twitter.com/reda_getachew/status/1609273679816560641,2022-12-31 19:41:58,Tweet,Happy New Year to all brothers and sisters in the diaspora &amp; beyond. May the European new year see a Tigray free from all the tormentors that have over the last two &amp; a half years perfected killing into an art form: Eritrean forces &amp; their junior partners!,268,Twitter for iPhone,http://twitter.com/download/iphone,326443,1065,2082,99,977,9,en,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1608073644604809216,https://twitter.com/reda_getachew/status/1608073644604809216,2022-12-28 12:13:28,Tweet,An Ethiopian Airlines Boeing 737 landed at #Mekelle Alula Abanega Airport in the first ever commercial flight in two years.,123,Twitter for iPhone,http://twitter.com/download/iphone,281650,765,2725,53,499,10,en,,,"",Mekelle,"","",0,1,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607388063163973633,https://twitter.com/reda_getachew/status/1607388063163973633,2022-12-26 14:49:12,Reply,to the peace agreement. Tigray on its part has welcomed and treated its guests with a sense of respect and responsibility. We will continue to build on the progress while addressing challenges ahead.,200,Twitter for iPhone,http://twitter.com/download/iphone,36061,121,239,2,20,2,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607387865154977792,https://twitter.com/reda_getachew/status/1607387865154977792,2022-12-26 14:48:25,Reply,were held &amp; important understanding reached. The government’s gesture to green light the long over due restoration of services is commendable. That none of the delegation members bothered to bring close protection guards is a testament to their confidence in Tigray’s commitment,282,Twitter for iPhone,http://twitter.com/download/iphone,61178,193,351,5,48,1,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607386822497431552,https://twitter.com/reda_getachew/status/1607386822497431552,2022-12-26 14:44:16,Reply,"ranking ministers and heads of public enterprises including commercial bank of Ethiopia, Ethiopian airlines and Ethiotelecom. The delegation was warmly welcomed at the airport by representatives of the public, religious leaders and Tigray government officials.Fruitful discussions",280,Twitter for iPhone,http://twitter.com/download/iphone,20390,70,150,0,14,0,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607374158828294145,https://twitter.com/reda_getachew/status/1607374158828294145,2022-12-26 13:53:57,Reply,to the peace agreement. Tigray on its part has welcomed and treated its guests with a sense of respect and responsibility. We will continue to build on the progress while addressing challenges ahead.,200,Twitter for iPhone,http://twitter.com/download/iphone,45906,207,387,13,21,0,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607373551115411458,https://twitter.com/reda_getachew/status/1607373551115411458,2022-12-26 13:51:32,Reply,were held &amp; important understanding reached. The government’s gesture to green light the long over due restoration of services is commendable. That none of the delegation members bothered to bring close protection guards is a testament to their confidence in Tigray’s commitment,282,Twitter for iPhone,http://twitter.com/download/iphone,45041,197,384,3,20,0,en,,reda_getachew,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607334954140332032,https://twitter.com/reda_getachew/status/1607334954140332032,2022-12-26 11:18:10,Tweet,The Ethiopian Government delegation led by House Speaker #TagesseChafo arrived at #Mekelle Alula Abanega International airport early this morning in what we believe is a milestone in the peace agreement to end the war in/on Tigray. The delegation also comprises a half dozen high,279,Twitter for iPhone,http://twitter.com/download/iphone,274871,812,1766,232,352,15,en,,,"","TagesseChafo,Mekelle","","",0,2,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
1607069726278311936,https://twitter.com/reda_getachew/status/1607069726278311936,2022-12-25 17:44:15,Tweet,"Merry Christmas to all our brothers and sisters in the diaspora and to their host communities, of course!",105,Twitter for iPhone,http://twitter.com/download/iphone,137593,616,1773,17,282,2,en,,,"","","","",0,0,0,0,0,0,0,,,,,1305546621476909060,Getachew K Reda,reda_getachew,Mekelle,"President, Tigray Interim Regional Administration; ExecCommittee member, TPLF.",,,,331521,336,253,15,764,false,false,,,2020-09-14 16:39:35,"",""
